Consumer country,Producer country,LUC_livestock_MtCO2
Austria,Slovenia,0.001733326143360484
Switzerland,Bhutan,0.0017328571978940219
Spain,Mali,0.0017299888773619821
United States,Japan,0.0017293465956191977
Bulgaria,Germany,0.00172929694531076
Republic of Korea,Georgia,0.001725353099991383
Germany,Brunei,0.001723869565992132
RoW Middle East,Lebanon,0.0017210866045154474
Denmark,North Korea,0.0017201626271178922
Hungary,Cuba,0.001719769805798407
México,Dominican Republic,0.0017158308457264186
Malta,Republic of the Congo,0.001714851202570926
India,Bulgaria,0.0017101582913709196
France,Morocco,0.0017089564864672126
China,Egypt,0.0017021716485094473
Norway,Belize,0.0016965696253156146
Slovakia,Sudan and South Sudan,0.001692468376475571
Cyprus,Guatemala,0.0016907576315852509
Republic of Korea,Netherlands,0.0016891033318640989
Romania,Belize,0.0016885762789971039
Sweden,Bhutan,0.001688300352189974
Brazil,Benin,0.0016877538551846921
Ireland,Bosnia and Herzegovina,0.001679901277162423
United States,Trinidad and Tobago,0.0016774356515891118
RoW Africa,Timor-Leste,0.0016767030801458202
Croatia,Slovenia,0.001672136082079052
Malta,India,0.001671769063655176
Australia,Czechia,0.001671524655120573
Ireland,New Zealand,0.001670168676973241
Netherlands,Croatia,0.001665592052599152
Norway,Bulgaria,0.0016622579595272785
Brazil,Italy,0.0016612406797213782
Brazil,Bhutan,0.00166080641746228
Bulgaria,Czechia,0.0016564826548491301
México,Finland,0.001654991652181404
Taiwan,Serbia and Montenegro,0.001652971912040881
Indonesia,Timor-Leste,0.0016524580858296991
Taiwan,Haiti,0.0016480266363473352
Croatia,Guatemala,0.001647869644781565
South Africa,United Kingdom,0.0016420287970871472
Australia,Poland,0.0016411965418306983
Slovenia,Cuba,0.001640769196846652
Brazil,Czechia,0.001639178091686064
Slovakia,Bosnia and Herzegovina,0.0016387128911400301
Luxembourg,Sudan and South Sudan,0.001636722848496329
Netherlands,Moldova,0.0016365249687615667
Ireland,Switzerland,0.0016357936008283194
Spain,Dominican Republic,0.001621242152417341
Austria,Denmark,0.001620787293030117
Canada,Kazakhstan,0.0016186767268146249
Germany,Republic of Korea,0.001618531023218941
Belgium,Denmark,0.0016113061630414654
Brazil,Bahamas,0.0016108315814204709
Indonesia,Finland,0.001600040223050938
RoW Africa,Bangladesh,0.0015996308705645262
Netherlands,Haiti,0.001595460147547902
Czechia,Austria,0.0015953348532434038
Poland,Costa Rica,0.0015944529396657028
Brazil,Poland,0.0015930315906654263
México,Nepal,0.0015873287520699535
Switzerland,Sierra Leone,0.001584904221885543
Brazil,Netherlands,0.001582430323267181
Croatia,Belarus,0.0015799418623180543
Czechia,Belize,0.001577880188721543
RoW America,Romania,0.0015768487998439312
Canada,Benin,0.0015763340861782338
Sweden,Guinea-Bissau,0.0015763031871849072
Greece,Sweden,0.001573130277977924
Greece,Denmark,0.001570490545361138
Netherlands,Chile,0.001570323749602132
India,Dominican Republic,0.0015684180918011895
Bulgaria,Hungary,0.00156709799784737
RoW America,Georgia,0.001563412219466304
Canada,Netherlands,0.001562371438834362
Czechia,Croatia,0.0015605124579769695
Denmark,Guinea-Bissau,0.001560366212115613
Latvia,Uganda,0.001558979253416728
Romania,Sweden,0.001557216084307041
RoW Middle East,Portugal,0.001555552668899666
Turkey,Bhutan,0.00155388034304394
South Africa,Sweden,0.001552468907972501
Norway,Guinea-Bissau,0.0015506385443100359
Greece,Croatia,0.0015504045172638422
France,Burundi,0.0015486436986212521
Brazil,Serbia and Montenegro,0.0015476571447879403
Austria,North Korea,0.0015450964014031
Ireland,Hungary,0.0015400371796481965
Czechia,Bulgaria,0.0015361572816095944
France,Comoros,0.001532644728407088
Republic of Korea,Haiti,0.0015312955148963972
Australia,Equatorial Guinea,0.001528104741092698
Netherlands,Belarus,0.0015248131129210942
Republic of Korea,Sierra Leone,0.001524489212544127
Luxembourg,Belize,0.0015223200071667149
Canada,Chile,0.0015213674040718134
United States,Belarus,0.001518155509166691
Norway,United Kingdom,0.00151748538569604
China,Swaziland,0.0015164747503689032
United States,Swaziland,0.001509821624975331
RoW Asia and Pacific,Greece,0.001509309628627604
Malta,Nicaragua,0.0015069700390403149
Estonia,China,0.001502698524618727
Slovakia,Cuba,0.001498169342480401
South Africa,Finland,0.001497853469771056
RoW Middle East,Vanuatu,0.001495035229211819
Lithuania,Belarus,0.0014917720430625858
Australia,Croatia,0.0014917484650813332
Croatia,Nicaragua,0.001490289482661013
Canada,Guyana,0.001489907923777187
Russia,Slovakia,0.0014878021872253696
Sweden,Panama,0.0014863766699628595
Hungary,Ethiopia,0.0014862538314205584
France,Belarus,0.0014839515491212865
South Africa,Sri Lanka,0.0014814699910446006
Switzerland,United Kingdom,0.001477465674122962
United States,Puerto Rico,0.001477206578504065
Poland,Nepal,0.0014762182762249883
Luxembourg,Uruguay,0.001476128352253925
Hungary,Turkey,0.001475677762620485
Taiwan,Turkey,0.0014745429772560696
Lithuania,Ecuador,0.001473581404130189
Switzerland,Bulgaria,0.0014717186194249873
Cyprus,Nicaragua,0.001471196833025656
Ireland,Italy,0.0014673038446445506
Russia,United Kingdom,0.0014665705697623418
Canada,Bulgaria,0.001466028559721529
Estonia,Guatemala,0.0014658125206692524
Finland,Netherlands,0.001459814509888502
Japan,Ireland,0.001457491928034874
RoW America,Hungary,0.0014569703026696534
France,Somalia,0.0014525021886193329
Denmark,Costa Rica,0.0014521893757187727
Malta,Chad,0.0014516066471248
Poland,Ireland,0.0014444602966128578
RoW America,Timor-Leste,0.0014431744307057254
Spain,Slovakia,0.0014395628854734703
Denmark,Equatorial Guinea,0.001431961038590562
México,Turkey,0.001429547309984055
Ireland,Sierra Leone,0.001423622816766226
Latvia,Venezuela,0.0014230646091232349
Taiwan,Bosnia and Herzegovina,0.001418205988143349
Sweden,Serbia and Montenegro,0.0014180301113448938
Turkey,Greece,0.0014172982364094781
UK and RoW Europe,Vanuatu,0.001415176500683585
Slovenia,Sudan and South Sudan,0.001412750923967589
Malta,Thailand,0.0014100765417487337
Indonesia,Bangladesh,0.0014066272136582121
Denmark,Ireland,0.001399121799613069
Finland,Uruguay,0.001398175644883711
Russia,Bangladesh,0.0013978520646284111
Luxembourg,North Korea,0.0013977307028233289
Romania,Guinea-Bissau,0.001396606407844476
Malta,Philippines,0.0013953484913314588
Russia,Jamaica,0.001387841330979478
RoW Asia and Pacific,Egypt,0.0013863331966566545
RoW America,Antigua and Barbuda,0.001386053026973107
Netherlands,Guyana,0.001381505236759787
Lithuania,Sweden,0.001381297360128546
RoW Asia and Pacific,Togo,0.0013802175423001817
México,Equatorial Guinea,0.001377516975174715
Bulgaria,Ecuador,0.001375202822301264
Lithuania,France,0.001373817113588359
RoW Middle East,North Macedonia,0.0013709856380840178
Turkey,Belarus,0.001367440173383651
United States,Algeria,0.0013641071872038783
Portugal,Denmark,0.001363056313272801
Denmark,Sri Lanka,0.0013619049091425951
Brazil,Portugal,0.001360969907685251
Germany,Jamaica,0.001359694210833995
China,Trinidad and Tobago,0.0013578634723956707
RoW Africa,Republic of Korea,0.0013575186679647129
Slovenia,Germany,0.001351786441516683
Belgium,Chile,0.0013490647181346896
RoW Asia and Pacific,Mali,0.001348590765535076
United States,Belgium,0.001348013950255165
Croatia,Ecuador,0.001346559451721201
Czechia,Guinea-Bissau,0.001344756999018515
Portugal,Sierra Leone,0.001343222040224789
Turkey,Syria,0.0013430900374771888
RoW Africa,Libya,0.0013409022981497062
Australia,Denmark,0.001335804082516869
Romania,Netherlands,0.0013357682492534302
Slovakia,Serbia and Montenegro,0.0013357446486178762
Estonia,Sudan and South Sudan,0.001333601947058325
México,Czechia,0.001333469317699963
Spain,Fiji,0.001331270044254433
Ireland,Serbia and Montenegro,0.001329930616307657
Sweden,Switzerland,0.001328325332020614
Slovenia,Spain,0.001328127990514586
Greece,Panama,0.001327620346119994
Hungary,Netherlands,0.001327067993111689
Croatia,Sudan and South Sudan,0.0013246043200425641
Norway,North Korea,0.0013235666943589791
Portugal,Turkey,0.00131677515919497
Norway,Hungary,0.0013129110722156037
China,Greece,0.0013125697710296659
Switzerland,Fiji,0.001312400162227103
Sweden,Fiji,0.001307888021902704
RoW America,Ireland,0.001306496753174713
Turkey,Croatia,0.0013055427530738821
Republic of Korea,Japan,0.001296246576335403
Greece,Zimbabwe,0.0012956572715508438
France,Dominican Republic,0.0012947447350608802
Indonesia,Vanuatu,0.001293800065302414
Indonesia,Sweden,0.001291176340008887
Latvia,Sweden,0.001289483038480457
Taiwan,Guyana,0.001288752494983483
Hungary,Italy,0.0012880119688727762
Lithuania,Sudan and South Sudan,0.00128546198033485
Denmark,United Kingdom,0.0012828453983812198
Latvia,Malawi,0.0012826659935794066
Indonesia,Republic of Korea,0.0012825388822543648
Hungary,Uruguay,0.001282148766677767
Indonesia,Sierra Leone,0.001280545978567941
Slovenia,Czechia,0.00127823467955121
Russia,Greece,0.0012727501481790342
Taiwan,Sierra Leone,0.00127245081774872
Turkey,Kazakhstan,0.001270321092127484
Lithuania,Germany,0.001267976104913023
Estonia,Nicaragua,0.001265696811185578
Denmark,Italy,0.0012653215660815764
RoW Africa,Egypt,0.0012639938156123857
Lithuania,Finland,0.001261958120149327
India,Italy,0.0012531215827763168
Latvia,United States,0.001252883893049831
Greece,Belarus,0.0012494195710764154
China,Luxembourg,0.001246466465878985
France,Georgia,0.001245807329430848
Turkey,Switzerland,0.0012430189438634017
Taiwan,Netherlands,0.001242034583201751
Republic of Korea,Guyana,0.0012402141931360821
Poland,Estonia,0.0012392135449408985
Brazil,Fiji,0.00123799295736323
Australia,Suriname,0.001236746363241139
Belgium,Croatia,0.0012341117171277467
Denmark,Switzerland,0.001224838440226754
Hungary,Bulgaria,0.0012229490859272248
South Africa,New Zealand,0.0012226508673950287
Australia,Pakistan,0.001220394186959216
Austria,Greece,0.0012197692537302537
Finland,Belize,0.001219473937033211
South Africa,Czechia,0.001216010775840646
Belgium,Moldova,0.001211410481202967
RoW Asia and Pacific,Slovenia,0.00121114183755225
China,Uzbekistan,0.001208356526661195
Republic of Korea,United Kingdom,0.0012049830788899234
RoW America,Croatia,0.0012031074377892965
Switzerland,Austria,0.001200855763392385
Czechia,Finland,0.001199295657671658
RoW Africa,Georgia,0.001194976451785241
Switzerland,Denmark,0.001193390382509221
Cyprus,France,0.001190656772172367
Denmark,Belarus,0.0011896415396154868
Netherlands,Greece,0.0011881543546487393
Portugal,Switzerland,0.0011862661433486967
Malta,Indonesia,0.0011845173745447391
Sweden,Equatorial Guinea,0.001183107666566509
RoW Asia and Pacific,Bahamas,0.001180041903994526
Portugal,Ireland,0.0011798979985579
Taiwan,Republic of Korea,0.00117734333989225
Turkey,Italy,0.0011766940069596616
India,Netherlands,0.001174703947712044
Norway,Equatorial Guinea,0.0011718754240397158
Slovakia,Ethiopia,0.0011708070184947585
Indonesia,Suriname,0.001170059444555254
RoW Middle East,Brunei,0.001169608991736367
Cyprus,Cameroon,0.001166252755869821
Ireland,Luxembourg,0.001165479839853562
Republic of Korea,Denmark,0.001164222086270528
Slovakia,Sweden,0.001164154011736364
Belgium,Rwanda,0.001162713253808206
UK and RoW Europe,Jamaica,0.0011615420441178459
Indonesia,Turkey,0.0011572959718368508
Croatia,Ethiopia,0.001156483891386722
UK and RoW Europe,Republic of Korea,0.001155934553597577
Indonesia,Germany,0.001155850215607498
Turkey,Fiji,0.001155779694149234
Lithuania,Spain,0.001152635469419508
Italy,Dominican Republic,0.001151942596518709
Spain,Luxembourg,0.001150075299430701
Poland,Suriname,0.001148825714603306
RoW Asia and Pacific,Slovakia,0.0011487507799928852
RoW America,Bangladesh,0.0011482867524296968
Lithuania,Hungary,0.0011454406539409953
Taiwan,Czechia,0.00114390139722136
Russia,Austria,0.0011434733596520313
Austria,Sierra Leone,0.00114299964513105
France,Timor-Leste,0.0011413087142573782
Denmark,Suriname,0.001138028946882467
RoW Middle East,Algeria,0.0011353865103099384
China,Afghanistan,0.001131983956855376
UK and RoW Europe,Brunei,0.001130736525014201
Netherlands,Dominican Republic,0.001130363439346184
Australia,Bosnia and Herzegovina,0.00112726501957984
México,Bosnia and Herzegovina,0.001124805602136069
Malta,Norway,0.0011241312306779381
Taiwan,Timor-Leste,0.001123400128218744
Estonia,Zimbabwe,0.0011198473438554177
Russia,Republic of Korea,0.001116055630894109
Turkey,United Kingdom,0.0011160391394351814
Sweden,Cote d'Ivoire,0.00110968316602625
Austria,Sri Lanka,0.0011025366152389805
Estonia,Ecuador,0.001101206037390673
Canada,Dominican Republic,0.0011008458450243923
United States,Morocco,0.0010987214289463266
RoW Asia and Pacific,North Macedonia,0.0010983545827357598
RoW Middle East,Burundi,0.0010951570486507928
Ireland,Nepal,0.0010935202128071909
Canada,Croatia,0.0010920421153740867
Taiwan,Bangladesh,0.0010899590053259666
RoW Middle East,Bahamas,0.0010864454229736142
Netherlands,Georgia,0.001085019223682853
Sweden,Greece,0.0010845176664921502
Turkey,Estonia,0.0010840875399997832
Taiwan,Chile,0.0010806746817384521
China,Puerto Rico,0.001077470752358551
Spain,New Caledonia,0.001077027328599462
Italy,Portugal,0.001074685650877824
México,Jamaica,0.001074315431477679
Luxembourg,Sweden,0.001070228917108447
Romania,Greece,0.001067509871242494
Switzerland,New Caledonia,0.001067502318395323
Australia,Ireland,0.0010665204880944859
Hungary,Belize,0.001065115395659484
Croatia,Italy,0.001064767280370074
Japan,Rwanda,0.0010632526703233068
Japan,Belarus,0.0010614803354359033
RoW Middle East,Slovenia,0.001060499568770351
Portugal,Finland,0.001058179713005698
Norway,New Zealand,0.001058111933149631
India,Pakistan,0.001056964164874464
Norway,Sri Lanka,0.0010566633979005435
United States,Slovenia,0.001054834370937957
Sweden,New Caledonia,0.0010535696389334071
South Africa,Turkey,0.0010489898609456077
RoW Asia and Pacific,Swaziland,0.0010486162188382935
China,Austria,0.0010480509716256966
Cyprus,Liberia,0.001047624466343453
United States,Comoros,0.001047204301725949
Canada,Republic of Korea,0.0010460505576148941
France,Slovenia,0.001044790433016831
South Africa,Switzerland,0.001043552650804502
Republic of Korea,Dominican Republic,0.0010432708102026548
India,Poland,0.0010430401277821539
Belgium,Greece,0.0010416812479895486
Belgium,Georgia,0.0010389690725701869
Ireland,Haiti,0.001038941334025436
Latvia,Guatemala,0.001034267493146293
Denmark,New Zealand,0.0010323924431757804
South Africa,Nepal,0.001029968508551487
Spain,Swaziland,0.0010275110572233995
Latvia,Belarus,0.0010238161079620552
Canada,Denmark,0.0010226148903826142
Germany,North Macedonia,0.001019739417096318
Czechia,North Korea,0.001018871792030282
Netherlands,Timor-Leste,0.001018083633526017
Czechia,Italy,0.0010155068297565814
Romania,Zimbabwe,0.001012082554892899
Czechia,Switzerland,0.00101104108843594
Portugal,Moldova,0.0010108276558740681
Germany,Swaziland,0.0010107307045182344
Australia,Sierra Leone,0.001007932724738501
Ireland,Croatia,0.0010079166165536065
Finland,Bosnia and Herzegovina,0.001006499920771957
Malta,Cambodia,0.001005780597082869
Malta,Papua New Guinea,0.0010040759948317679
Russia,Vanuatu,0.001002118597102819
Romania,Equatorial Guinea,0.000998813162221347
Bulgaria,Sudan and South Sudan,0.000997312976105961
China,Algeria,0.000996978951373311
United States,Egypt,0.0009928925646920594
Finland,North Korea,0.000985418731376488
Brazil,Bulgaria,0.000983640138658533
Australia,Chile,0.0009833934652455256
Malta,Ecuador,0.000980795578679555
Taiwan,Switzerland,0.000979909239486816
RoW Africa,Greece,0.0009782620297455512
Italy,Luxembourg,0.000974310478466033
Poland,Bhutan,0.000966815108358526
Greece,Finland,0.000964427708901339
Czechia,Zimbabwe,0.0009636850601968654
Ireland,Portugal,0.000963593261739701
Republic of Korea,Moldova,0.0009634633352688319
Taiwan,Georgia,0.000962240359437966
Taiwan,Denmark,0.0009609449721773792
Lithuania,Cote d'Ivoire,0.0009596973263121235
Finland,Ethiopia,0.0009593209966119775
México,Italy,0.0009560062768801612
Japan,Mongolia,0.000954563317120417
Estonia,Poland,0.0009398596460789028
United States,Somalia,0.0009338618585456646
Germany,Pakistan,0.0009318286046895231
Turkey,Haiti,0.0009302633340412922
Romania,Finland,0.000930103396430049
Lithuania,Czechia,0.0009293010309877849
México,Sierra Leone,0.000927919175953726
Lithuania,Ethiopia,0.0009259419618655169
Cyprus,Tanzania,0.0009246049124827097
Russia,Rwanda,0.0009238314427194784
Slovakia,Croatia,0.0009202517134218733
Japan,Jamaica,0.000920131549312925
Hungary,Austria,0.000919021029613385
Italy,Swaziland,0.0009177582825173943
México,Bhutan,0.000912859987485669
Brazil,New Caledonia,0.000912577401195518
Hungary,Cote d'Ivoire,0.0009110881013336502
Hungary,Finland,0.000909241117171628
Ireland,Denmark,0.000908457602078329
Denmark,Sierra Leone,0.000906834971299801
Luxembourg,New Zealand,0.0009045760102271169
UK and RoW Europe,Algeria,0.0009038773914228998
South Africa,Costa Rica,0.0009031293614152732
Greece,North Macedonia,0.0009015133551859507
UK and RoW Europe,Swaziland,0.0009011852384937925
Portugal,Bosnia and Herzegovina,0.000899275652163973
RoW Middle East,Luxembourg,0.000895992134166345
Romania,Switzerland,0.000894553376677078
Luxembourg,Sri Lanka,0.0008922109824634759
Lithuania,Uruguay,0.000890977591254584
Lithuania,Belize,0.0008893355432734741
México,Poland,0.000885484681848818
Cyprus,Greece,0.0008852875134849256
Slovenia,Ethiopia,0.0008828381535774322
Italy,Algeria,0.0008809775126814106
Hungary,Zimbabwe,0.0008808971359705919
United States,Syria,0.0008802966639669677
Malta,United States,0.000880223313175645
México,Netherlands,0.000876977369496698
Cyprus,Cuba,0.000875947795500216
Spain,Belgium,0.000872497550949978
Netherlands,Bangladesh,0.000870974013641903
China,Slovenia,0.000870323749672622
Republic of Korea,Vanuatu,0.000867548586977825
India,Togo,0.0008664402273381257
RoW Asia and Pacific,Singapore,0.000865691480387289
Latvia,Bosnia and Herzegovina,0.0008647034912379081
Canada,Georgia,0.000859790829339781
Latvia,Finland,0.0008559598395347394
Hungary,North Korea,0.000855546034507901
United States,Burundi,0.00085363842368199
Turkey,Rwanda,0.0008524914294462927
Norway,Switzerland,0.000851722804171422
Austria,Moldova,0.0008486582361301369
Malta,Uganda,0.000845481051177134
Finland,Zimbabwe,0.000844177582958196
Australia,Republic of Korea,0.000844078259987461
UK and RoW Europe,Pakistan,0.000843725794962607
Spain,Algeria,0.0008412329668598515
Slovenia,Serbia and Montenegro,0.0008383125854835847
Malta,Cuba,0.0008371486405521411
RoW America,Moldova,0.0008366539396151846
Australia,Bulgaria,0.0008366440356107522
Italy,Georgia,0.000836071185119512
Hungary,Switzerland,0.0008326843593950639
RoW Middle East,Belgium,0.000830688379346173
United States,Uzbekistan,0.000817605845238567
Greece,Guinea-Bissau,0.0008159470172193781
France,Bangladesh,0.0008142471092501103
RoW Asia and Pacific,Albania,0.0008141018566418598
Poland,Greece,0.0008122413591738047
Latvia,Sudan and South Sudan,0.00081142223608967
Germany,Algeria,0.0008085081630609054
RoW Middle East,Albania,0.0008079545355382285
Czechia,Equatorial Guinea,0.0008054569506826891
Bulgaria,Greece,0.0008028745394535994
Sweden,Sierra Leone,0.0008013197799939141
Poland,Austria,0.000800411078273821
Indonesia,Serbia and Montenegro,0.0008000875069171587
Slovakia,Zimbabwe,0.00079938069720177
Luxembourg,Czechia,0.000799176330200316
Denmark,Nepal,0.000797006726756244
Taiwan,Poland,0.0007969988148197463
Norway,Sierra Leone,0.000796070171002644
Taiwan,Dominican Republic,0.000795722362700126
Finland,Switzerland,0.000795670805693773
Slovakia,Cote d'Ivoire,0.0007953068443171075
Japan,Moldova,0.0007949153632104826
Australia,Hungary,0.0007910813781179908
Croatia,Cote d'Ivoire,0.0007907010412065664
India,Mali,0.0007901745772336288
Malta,Australia,0.0007882566198310383
Canada,Romania,0.0007871277593617378
Malta,México,0.0007868966163370541
Lithuania,Denmark,0.0007864561699656813
RoW Asia and Pacific,Luxembourg,0.000784961714803293
Switzerland,Romania,0.000784239458593295
Canada,Timor-Leste,0.0007839555161521295
France,Republic of Korea,0.00078035235092983
China,Morocco,0.0007796023756096459
Netherlands,Slovenia,0.0007785846986894569
Taiwan,United Kingdom,0.0007780186807023051
Czechia,Belarus,0.0007771732627534072
Switzerland,Kazakhstan,0.0007765995886340269
Cyprus,United States,0.000776157977754262
Belgium,Haiti,0.000775463688306871
Spain,Kazakhstan,0.000774661988902285
RoW Africa,Belgium,0.000771708861600999
Brazil,United Kingdom,0.0007707936883793898
United States,Afghanistan,0.000770790981105069
Sweden,Poland,0.0007699501442167382
Belgium,Belarus,0.0007689554265145927
Hungary,Equatorial Guinea,0.000768707531405314
Luxembourg,Nepal,0.000768353250006944
Switzerland,Costa Rica,0.000767595283162433
Indonesia,Brunei,0.0007666278309293761
Austria,Nepal,0.000764771821251691
Taiwan,Benin,0.0007620634333956112
China,Belgium,0.000761274610211444
Finland,Bulgaria,0.0007559696010654465
México,Switzerland,0.0007559003699771018
Ireland,Benin,0.000754503305312498
Greece,Switzerland,0.000754342234676796
Slovakia,Turkey,0.0007528225990221437
Slovenia,Poland,0.0007514860805529692
Luxembourg,Guinea-Bissau,0.000751305208758615
South Africa,Poland,0.0007459695779313452
Netherlands,Portugal,0.000745826506772482
Portugal,Hungary,0.0007443721649546014
Poland,Chile,0.0007416289656154184
Sweden,Slovakia,0.000740949958501092
Turkey,New Caledonia,0.000740705726644333
Hungary,Guinea-Bissau,0.000737256943432086
Finland,Equatorial Guinea,0.0007357035946217599
Denmark,Croatia,0.0007352390786481722
India,Croatia,0.0007316620267991496
Republic of Korea,Hungary,0.0007298718318166749
Indonesia,Switzerland,0.0007290515548160754
France,Jamaica,0.00072830453926666
Sweden,Romania,0.0007269113356944642
Ireland,Chile,0.0007247802910950065
Brazil,Republic of Korea,0.000718421301635244
Estonia,France,0.000717649498420606
Belgium,Timor-Leste,0.0007137905451599291
Italy,Jamaica,0.0007130981737695421
Lithuania,Cuba,0.0007120719779063109
Denmark,Greece,0.0007120190478507425
Romania,North Korea,0.0007117158776774009
Republic of Korea,Benin,0.0007109599017398143
Russia,Bahamas,0.000710556964300216
Germany,Bahamas,0.0007093351328199429
Brazil,Kazakhstan,0.000707690566146198
Switzerland,Belarus,0.0007075759506041177
Netherlands,Luxembourg,0.000706594011984536
Slovakia,Bulgaria,0.0007062946012801074
Finland,Guinea-Bissau,0.000705665553545582
Brazil,El Salvador,0.0007043553217182105
Luxembourg,Panama,0.0007006730947096274
México,United Kingdom,0.0006989095839996869
Slovakia,Equatorial Guinea,0.000698067169705673
Sweden,New Zealand,0.0006939799047499385
RoW Middle East,Morocco,0.0006910932785010575
China,Portugal,0.000687383821632624
Netherlands,Swaziland,0.0006841510668103104
South Africa,Netherlands,0.000682698074854404
RoW Asia and Pacific,Austria,0.000682189014189452
Hungary,Moldova,0.0006811453146813311
Romania,Sierra Leone,0.000678501358807829
Latvia,Ecuador,0.000678197441918129
Belgium,Slovakia,0.000675676197077469
Indonesia,Pakistan,0.000674198950826015
Slovakia,Guinea-Bissau,0.0006699455003082589
Slovenia,Zimbabwe,0.000669913924302468
France,Senegal,0.000668951621353836
Norway,Nepal,0.0006653490791856829
Italy,Morocco,0.000664245567893895
Greece,Equatorial Guinea,0.00066394067164423
RoW Middle East,Austria,0.000662904530027858
Australia,Serbia and Montenegro,0.0006606238758599009
India,Jamaica,0.000660344883780636
RoW Africa,Jamaica,0.000659230949979156
RoW America,Rwanda,0.0006552193140621718
Sweden,Croatia,0.0006550504753428219
Portugal,Belarus,0.000653573217836474
Czechia,New Zealand,0.0006525642805152231
Slovakia,Uruguay,0.0006517806853064141
South Africa,Suriname,0.000649283141161566
Canada,Bangladesh,0.000648006136736132
Czechia,Denmark,0.0006467770139186126
Malta,Ukraine,0.0006388553793752464
Greece,United Kingdom,0.000635508496993666
Russia,Ireland,0.000632258475052647
Croatia,Zimbabwe,0.000631727578519486
South Africa,Rwanda,0.0006299491164507274
Switzerland,Benin,0.0006291971195906464
Czechia,Sri Lanka,0.0006288272903385053
Turkey,Ireland,0.000628088908140921
Bulgaria,Cuba,0.000627470649586663
Brazil,Hungary,0.0006239769862512745
Republic of Korea,Belarus,0.0006224618259174017
RoW Middle East,Mongolia,0.0006197441608052526
Poland,Rwanda,0.0006174588509310411
Croatia,Bulgaria,0.0006167025656785405
Lithuania,Zimbabwe,0.00061402889781712
Romania,Denmark,0.000613098267890182
Canada,Belarus,0.000606748577087829
Spain,Jamaica,0.000606603659952139
UK and RoW Europe,Bahamas,0.0006065082489846409
Republic of Korea,Brunei,0.000606249922274395
Netherlands,Estonia,0.0006056237033570721
Netherlands,Togo,0.0006054715674697915
Slovakia,Finland,0.0005992734742870464
Japan,Azerbaijan,0.0005989830802143709
Czechia,Ireland,0.0005961466484014
Indonesia,Netherlands,0.000595400852558314
India,Egypt,0.000593566623312073
Canada,Greece,0.000592998457356983
RoW Asia and Pacific,Belgium,0.000592937575225856
Brazil,Rwanda,0.0005920550278738653
Australia,Greece,0.0005918776450643219
Latvia,France,0.00059042531863649
Portugal,Suriname,0.000588809787590678
Netherlands,Austria,0.000588043530136948
China,Somalia,0.0005869776622073129
Ireland,Romania,0.0005862082800324893
RoW America,Vanuatu,0.000585538376071379
Cyprus,Spain,0.000583577133320884
Greece,North Korea,0.0005828719218600097
Republic of Korea,Croatia,0.0005826095796428984
Czechia,Moldova,0.0005816726695964612
China,Albania,0.0005788644858578074
Czechia,Sierra Leone,0.0005783609850980201
México,Bulgaria,0.0005776771429357146
Norway,Croatia,0.000576841638137697
Bulgaria,Sweden,0.0005744724642736423
Taiwan,Belarus,0.0005740734642572805
India,Ireland,0.000573454972918392
Croatia,Sweden,0.0005728979685832741
Portugal,Costa Rica,0.000572797019334622
México,Republic of Korea,0.0005727897976303451
Finland,Sri Lanka,0.0005717814609491883
Switzerland,Suriname,0.0005703715566862529
Portugal,North Korea,0.0005702796951940609
México,Bahamas,0.0005698534353515272
RoW Middle East,Somalia,0.000568312522850353
RoW Asia and Pacific,Algeria,0.0005677462454883641
Austria,Ireland,0.000567424111060835
UK and RoW Europe,Morocco,0.0005649467192910787
Cyprus,México,0.000564480435294519
Malta,Croatia,0.0005631066763435352
Portugal,Italy,0.0005622801946313248
Denmark,Romania,0.0005605837407113057
Denmark,Bhutan,0.000558207550719338
Turkey,Denmark,0.0005575728662107326
Slovenia,Guinea-Bissau,0.0005565314307373009
Austria,Suriname,0.0005545952647830711
Bulgaria,Uruguay,0.0005540387266803469
Japan,Bahamas,0.0005537098028980887
RoW Middle East,Azerbaijan,0.0005535631455071617
Hungary,Sierra Leone,0.0005529516784950829
Bulgaria,Netherlands,0.000548620642186392
Czechia,Panama,0.0005466233381993251
RoW America,Brunei,0.000546373030033629
Slovakia,Netherlands,0.000546007791001958
Austria,Costa Rica,0.0005456430915188729
Finland,Slovakia,0.0005455206802292729
Belgium,Portugal,0.000543149751592323
China,Comoros,0.00054232152204619
Estonia,Spain,0.0005411350138317752
Netherlands,Mali,0.000534338433073865
Germany,Morocco,0.0005333121276593018
RoW Asia and Pacific,El Salvador,0.0005333094799142664
Turkey,Dominican Republic,0.0005330145218636678
Cyprus,Norway,0.000532442488418696
Spain,Morocco,0.0005318383128131845
Germany,Albania,0.0005313897252041651
Bulgaria,Ethiopia,0.0005289629162095724
Ireland,Guyana,0.0005287228166533739
Finland,Sierra Leone,0.000528219944261385
Estonia,Guinea-Bissau,0.000525392834978614
Turkey,Slovakia,0.000524576862666033
Luxembourg,Zimbabwe,0.00052294547869585
Australia,Haiti,0.000519883837700903
Croatia,Guinea-Bissau,0.000519507823350828
Austria,New Zealand,0.000519261167649083
Indonesia,Chile,0.0005183630310594283
RoW Middle East,El Salvador,0.0005169381635467937
RoW America,Luxembourg,0.000516245512943078
Cyprus,Serbia and Montenegro,0.0005155117403228084
